Feature	DNAPrevalence	RNAPrevalence	ProteinPrevalence	EC	Description	MinimumPrevalence	Selected
5.3.1.17: 5-dehydro-4-deoxy-D-glucuronate isomerase	0.9946236559139785	0.989247311827957	0.5967741935483871	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	0.5967741935483871	True
5.3.1.1: Triose-phosphate isomerase	0.989247311827957	0.9946236559139785	0.978494623655914	5.3.1.1	Triose-phosphate isomerase	0.978494623655914	True
5.3.1.22: Hydroxypyruvate isomerase	0.532258064516129	0.12365591397849462	0.016129032258064516	5.3.1.22	Hydroxypyruvate isomerase	0.016129032258064516	False
5.3.1.23: S-methyl-5-thioribose-1-phosphate isomerase	0.9946236559139785	0.9838709677419355	0.005376344086021506	5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase	0.005376344086021506	False
5.3.1.24: Phosphoribosylanthranilate isomerase	0.989247311827957	0.946236559139785	0.010752688172043012	5.3.1.24	Phosphoribosylanthranilate isomerase	0.010752688172043012	False
5.3.1.25: L-fucose isomerase	0.989247311827957	0.978494623655914	0.7258064516129032	5.3.1.25	L-fucose isomerase	0.7258064516129032	True
5.3.1.26: Galactose-6-phosphate isomerase	0.3333333333333333	0.13978494623655913	0.0	5.3.1.26	Galactose-6-phosphate isomerase	0.0	False
5.3.1.28: D-sedoheptulose 7-phosphate isomerase	0.9838709677419355	0.8978494623655914	0.026881720430107527	5.3.1.28	D-sedoheptulose 7-phosphate isomerase	0.026881720430107527	False
5.3.1.31: Sulfoquinovose isomerase	0.2903225806451613	0.08602150537634409	0.0	5.3.1.31	Sulfoquinovose isomerase	0.0	False
5.3.1.4: L-arabinose isomerase	0.989247311827957	0.989247311827957	0.7043010752688172	5.3.1.4	L-arabinose isomerase	0.7043010752688172	True
5.3.1.5: Xylose isomerase	0.989247311827957	0.9838709677419355	0.7634408602150538	5.3.1.5	Xylose isomerase	0.7634408602150538	True
5.3.1.6: Ribose-5-phosphate isomerase	0.9946236559139785	0.989247311827957	0.12365591397849462	5.3.1.6	Ribose-5-phosphate isomerase	0.12365591397849462	True
5.3.1.8: Mannose-6-phosphate isomerase	0.9946236559139785	0.9731182795698925	0.05913978494623656	5.3.1.8	Mannose-6-phosphate isomerase	0.05913978494623656	False
5.3.1.9: Glucose-6-phosphate isomerase	0.989247311827957	0.9946236559139785	0.8870967741935484	5.3.1.9	Glucose-6-phosphate isomerase	0.8870967741935484	True
5.3.2.2: Oxaloacetate tautomerase	0.489247311827957	0.3118279569892473	0.010752688172043012	5.3.2.2	Oxaloacetate tautomerase	0.010752688172043012	False
5.3.3.14: Trans-2-decenoyl-[acyl-carrier-protein] isomerase	0.5483870967741935	0.20430107526881722	0.0	5.3.3.14	Trans-2-decenoyl-[acyl-carrier-protein] isomerase	0.0	False
5.3.3.18: 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	0.17204301075268819	0.005376344086021506	0.0	5.3.3.18	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	0.0	False
5.3.4.1: Protein disulfide-isomerase	0.043010752688172046	0.021505376344086023	0.0	5.3.4.1	Protein disulfide-isomerase	0.0	False
5.4.1.2: Transferred entry: 5.4.99.61	0.946236559139785	0.6774193548387096	0.005376344086021506	5.4.1.2	Transferred entry: 5.4.99.61	0.005376344086021506	False
5.4.2.10: Phosphoglucosamine mutase	0.9946236559139785	0.989247311827957	0.13440860215053763	5.4.2.10	Phosphoglucosamine mutase	0.13440860215053763	True
5.4.2.11: Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	0.989247311827957	1.0	0.5161290322580645	5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	0.5161290322580645	True
5.4.2.12: Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	0.9946236559139785	0.989247311827957	0.9193548387096774	5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	0.9193548387096774	True
5.4.2.2: Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	0.989247311827957	0.8548387096774194	0.3333333333333333	5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	0.3333333333333333	True
5.4.2.7: Phosphopentomutase	0.9946236559139785	0.978494623655914	0.20430107526881722	5.4.2.7	Phosphopentomutase	0.20430107526881722	True
5.4.2.8: Phosphomannomutase	0.9946236559139785	0.9946236559139785	0.510752688172043	5.4.2.8	Phosphomannomutase	0.510752688172043	True
5.4.3.8: Glutamate-1-semialdehyde 2,1-aminomutase	0.989247311827957	0.9731182795698925	0.016129032258064516	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	0.016129032258064516	False
5.4.4.2: Isochorismate synthase	0.989247311827957	0.8978494623655914	0.0	5.4.4.2	Isochorismate synthase	0.0	False
5.4.99.12: tRNA pseudouridine(38-40) synthase	0.9946236559139785	0.989247311827957	0.016129032258064516	5.4.99.12	tRNA pseudouridine(38-40) synthase	0.016129032258064516	False
5.4.99.18: 5-(carboxyamino)imidazole ribonucleotide mutase	0.9946236559139785	0.9946236559139785	0.3817204301075269	5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	0.3817204301075269	True
5.4.99.25: tRNA pseudouridine(55) synthase	0.989247311827957	0.989247311827957	0.0	5.4.99.25	tRNA pseudouridine(55) synthase	0.0	False
5.4.99.27: tRNA pseudouridine(13) synthase	0.6774193548387096	0.26344086021505375	0.0	5.4.99.27	tRNA pseudouridine(13) synthase	0.0	False
5.4.99.2: Methylmalonyl-CoA mutase	0.9193548387096774	0.7849462365591398	0.010752688172043012	5.4.99.2	Methylmalonyl-CoA mutase	0.010752688172043012	False
5.4.99.5: Chorismate mutase	0.9838709677419355	0.8763440860215054	0.12903225806451613	5.4.99.5	Chorismate mutase	0.12903225806451613	True
5.4.99.62: D-ribose pyranase	0.8978494623655914	0.46774193548387094	0.026881720430107527	5.4.99.62	D-ribose pyranase	0.026881720430107527	False
5.4.99.9: UDP-galactopyranose mutase	0.9838709677419355	0.6505376344086021	0.14516129032258066	5.4.99.9	UDP-galactopyranose mutase	0.14516129032258066	True
5.5.1.4: Inositol-3-phosphate synthase	0.9086021505376344	0.9032258064516129	0.0	5.5.1.4	Inositol-3-phosphate synthase	0.0	False
5.99.1.2: DNA topoisomerase	0.9946236559139785	0.989247311827957	0.17204301075268819	5.99.1.2	DNA topoisomerase	0.17204301075268819	True
5.99.1.3: DNA topoisomerase (ATP-hydrolyzing)	0.9946236559139785	0.9946236559139785	0.521505376344086	5.99.1.3	DNA topoisomerase (ATP-hydrolyzing)	0.521505376344086	True
6.1.1.10: Methionine--tRNA ligase	0.9946236559139785	0.978494623655914	0.6774193548387096	6.1.1.10	Methionine--tRNA ligase	0.6774193548387096	True
6.1.1.11: Serine--tRNA ligase	0.9946236559139785	0.989247311827957	0.25268817204301075	6.1.1.11	Serine--tRNA ligase	0.25268817204301075	True
6.1.1.12: Aspartate--tRNA ligase	0.9946236559139785	0.9946236559139785	0.7473118279569892	6.1.1.12	Aspartate--tRNA ligase	0.7473118279569892	True
6.1.1.14: Glycine--tRNA ligase	0.9946236559139785	0.9946236559139785	0.6505376344086021	6.1.1.14	Glycine--tRNA ligase	0.6505376344086021	True
6.1.1.15: Proline--tRNA ligase	0.9946236559139785	0.989247311827957	0.3978494623655914	6.1.1.15	Proline--tRNA ligase	0.3978494623655914	True
6.1.1.16: Cysteine--tRNA ligase	0.9946236559139785	0.989247311827957	0.3655913978494624	6.1.1.16	Cysteine--tRNA ligase	0.3655913978494624	True
6.1.1.17: Glutamate--tRNA ligase	0.989247311827957	0.989247311827957	0.40860215053763443	6.1.1.17	Glutamate--tRNA ligase	0.40860215053763443	True
6.1.1.18: Glutamine--tRNA ligase	0.989247311827957	0.989247311827957	0.4032258064516129	6.1.1.18	Glutamine--tRNA ligase	0.4032258064516129	True
6.1.1.19: Arginine--tRNA ligase	0.9946236559139785	0.9946236559139785	0.3924731182795699	6.1.1.19	Arginine--tRNA ligase	0.3924731182795699	True
6.1.1.1: Tyrosine--tRNA ligase	0.9946236559139785	0.9946236559139785	0.4731182795698925	6.1.1.1	Tyrosine--tRNA ligase	0.4731182795698925	True
6.1.1.20: Phenylalanine--tRNA ligase	0.9946236559139785	0.9946236559139785	0.6129032258064516	6.1.1.20	Phenylalanine--tRNA ligase	0.6129032258064516	True
6.1.1.21: Histidine--tRNA ligase	0.9946236559139785	0.989247311827957	0.4946236559139785	6.1.1.21	Histidine--tRNA ligase	0.4946236559139785	True
6.1.1.22: Asparagine--tRNA ligase	0.9946236559139785	0.9946236559139785	0.6505376344086021	6.1.1.22	Asparagine--tRNA ligase	0.6505376344086021	True
6.1.1.2: Tryptophan--tRNA ligase	0.9946236559139785	0.989247311827957	0.11827956989247312	6.1.1.2	Tryptophan--tRNA ligase	0.11827956989247312	True
6.1.1.3: Threonine--tRNA ligase	0.989247311827957	0.9838709677419355	0.5752688172043011	6.1.1.3	Threonine--tRNA ligase	0.5752688172043011	True
6.1.1.4: Leucine--tRNA ligase	0.9838709677419355	0.946236559139785	0.5053763440860215	6.1.1.4	Leucine--tRNA ligase	0.5053763440860215	True
