Feature	EC	Description	LayerPair	Subjects	SpearmanRho	PValue	QValue	BH05
3.6.1.23: dUTP diphosphatase	3.6.1.23	dUTP diphosphatase	DNA–RNA	76	0.12068352699931648	0.29905625602569313	0.4330860737809345	False
3.6.3.14: H(+)-transporting two-sector ATPase	3.6.3.14	H(+)-transporting two-sector ATPase	DNA–RNA	76	0.003909774436090226	0.973260037258301	0.978219324072356	False
3.6.3.17: Monosaccharide-transporting ATPase	3.6.3.17	Monosaccharide-transporting ATPase	DNA–RNA	76	0.6476008202323992	2.574992436095957e-10	4.7248117025109536e-09	True
3.6.4.12: DNA helicase	3.6.4.12	DNA helicase	DNA–RNA	76	0.13405331510594667	0.24829478676701944	0.37529614321681676	False
3.6.5.3: Protein-synthesizing GTPase	3.6.5.3	Protein-synthesizing GTPase	DNA–RNA	76	0.49408065618591934	5.737128868765295e-06	3.328378439305748e-05	True
4.1.1.11: Aspartate 1-decarboxylase	4.1.1.11	Aspartate 1-decarboxylase	DNA–RNA	76	0.41897470950102533	0.00016530596550989293	0.0006974674159748958	True
4.1.1.15: Glutamate decarboxylase	4.1.1.15	Glutamate decarboxylase	DNA–RNA	76	0.3924265208475734	0.00045462003711961997	0.0017244961984970199	True
4.1.1.19: Arginine decarboxylase	4.1.1.19	Arginine decarboxylase	DNA–RNA	76	0.6531296122452307	1.6107341049840861e-10	3.0258790686486765e-09	True
4.1.1.23: Orotidine-5'-phosphate decarboxylase	4.1.1.23	Orotidine-5'-phosphate decarboxylase	DNA–RNA	76	0.27095010252904994	0.017913107576355995	0.04573929410273424	True
4.1.1.32: Phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	DNA–RNA	76	0.7102282032034827	6.731124319752808e-13	3.3192856801781035e-11	True
4.1.1.3: Oxaloacetate decarboxylase	4.1.1.3	Oxaloacetate decarboxylase	DNA–RNA	76	0.5676008202323992	8.95286245417893e-08	7.358133829528308e-07	True
4.1.1.41: Methylmalonyl-CoA decarboxylase	4.1.1.41	Methylmalonyl-CoA decarboxylase	DNA–RNA	76	0.6058924069115188	6.658209606453341e-09	7.296288027071786e-08	True
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)	DNA–RNA	76	0.3471223513328776	0.0021254400550201613	0.006929637204177303	True
4.1.2.13: Fructose-bisphosphate aldolase	4.1.2.13	Fructose-bisphosphate aldolase	DNA–RNA	76	0.5576486671223513	1.6687453332647312e-07	1.2908235960253657e-06	True
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase	4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	DNA–RNA	76	0.7636475511723612	1.0421474506665163e-15	1.370423897626469e-13	True
4.1.2.40: Tagatose-bisphosphate aldolase	4.1.2.40	Tagatose-bisphosphate aldolase	DNA–RNA	76	0.6931095737654848	3.9701386348398444e-12	1.3619301664733206e-10	True
4.1.2.4: Deoxyribose-phosphate aldolase	4.1.2.4	Deoxyribose-phosphate aldolase	DNA–RNA	76	0.5368967874231032	5.73799611086162e-07	4.115708119518016e-06	True
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	DNA–RNA	76	0.7696493284780642	4.528479242758386e-16	1.1909900408454556e-13	True
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	DNA–RNA	76	0.6577443609022557	1.0807337903547248e-10	2.1864075912560972e-09	True
4.1.3.3: N-acetylneuraminate lyase	4.1.3.3	N-acetylneuraminate lyase	DNA–RNA	76	0.5390840738209159	5.057224439637219e-07	3.6945834100683013e-06	True
4.1.99.3: Deoxyribodipyrimidine photo-lyase	4.1.99.3	Deoxyribodipyrimidine photo-lyase	DNA–RNA	76	0.4359061978637632	8.287739818551287e-05	0.000376600987965445	True
4.2.1.11: Phosphopyruvate hydratase	4.2.1.11	Phosphopyruvate hydratase	DNA–RNA	76	-0.01566643882433356	0.8931483213257173	0.9358486394767476	False
4.2.1.32: L(+)-tartrate dehydratase	4.2.1.32	L(+)-tartrate dehydratase	DNA–RNA	76	0.684964225503878	8.853459355833661e-12	2.686684396827984e-10	True
4.2.1.33: 3-isopropylmalate dehydratase	4.2.1.33	3-isopropylmalate dehydratase	DNA–RNA	76	0.2793984962406015	0.01451488462184421	0.03754834087421338	True
4.2.1.3: Aconitate hydratase	4.2.1.3	Aconitate hydratase	DNA–RNA	76	0.583224132391016	3.228609086497838e-08	2.928014447410108e-07	True
4.2.1.44: Myo-inosose-2 dehydratase	4.2.1.44	Myo-inosose-2 dehydratase	DNA–RNA	76	0.22813169878092418	0.04747189918162439	0.10569053275711641	False
4.2.1.45: CDP-glucose 4,6-dehydratase	4.2.1.45	CDP-glucose 4,6-dehydratase	DNA–RNA	76	0.2371988869123399	0.03910080931721486	0.08968179811419338	False
4.2.1.46: dTDP-glucose 4,6-dehydratase	4.2.1.46	dTDP-glucose 4,6-dehydratase	DNA–RNA	76	0.45008885850991115	4.516436954276506e-05	0.0002167441927460429	True
4.2.1.47: GDP-mannose 4,6-dehydratase	4.2.1.47	GDP-mannose 4,6-dehydratase	DNA–RNA	76	0.25342447026657555	0.027182832091872628	0.06619523000150464	False
4.2.1.49: Urocanate hydratase	4.2.1.49	Urocanate hydratase	DNA–RNA	76	0.6356100296720993	6.897780907515652e-10	1.1106834971489488e-08	True
4.2.1.55: 3-hydroxybutyryl-CoA dehydratase	4.2.1.55	3-hydroxybutyryl-CoA dehydratase	DNA–RNA	76	0.7356937799043063	3.740409762433611e-14	2.4593194188000993e-12	True
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	DNA–RNA	76	0.6393164730006836	5.110021750435225e-10	8.3995982522779e-09	True
4.2.1.8: Mannonate dehydratase	4.2.1.8	Mannonate dehydratase	DNA–RNA	76	0.36308954203691046	0.001265665024039143	0.004379867122661772	True
4.2.1.99: 2-methylisocitrate dehydratase	4.2.1.99	2-methylisocitrate dehydratase	DNA–RNA	76	0.5732539018260929	6.227938728881472e-08	5.22552564080462e-07	True
4.2.1.9: Dihydroxy-acid dehydratase	4.2.1.9	Dihydroxy-acid dehydratase	DNA–RNA	76	0.43053998632946	0.00010355932452812105	0.0004539350391815973	True
4.2.3.1: Threonine synthase	4.2.3.1	Threonine synthase	DNA–RNA	76	0.699958988380041	1.981192695304905e-12	7.81580518297785e-11	True
4.2.3.3: Methylglyoxal synthase	4.2.3.3	Methylglyoxal synthase	DNA–RNA	76	0.5121531100478469	2.2550683475949672e-06	1.4465438424816497e-05	True
4.2.3.5: Chorismate synthase	4.2.3.5	Chorismate synthase	DNA–RNA	76	0.23723855092276144	0.03906708371544043	0.08968179811419338	False
4.3.1.1: Aspartate ammonia-lyase	4.3.1.1	Aspartate ammonia-lyase	DNA–RNA	76	0.6216037020220536	2.0686075189783456e-09	2.6756251352031385e-08	True
4.3.1.3: Histidine ammonia-lyase	4.3.1.3	Histidine ammonia-lyase	DNA–RNA	76	0.48844839371155163	7.593269779387457e-06	4.248999897827449e-05	True
4.3.2.1: Argininosuccinate lyase	4.3.2.1	Argininosuccinate lyase	DNA–RNA	76	0.1578127136021873	0.1733471838148932	0.28793879585252785	False
4.3.2.2: Adenylosuccinate lyase	4.3.2.2	Adenylosuccinate lyase	DNA–RNA	76	0.4510457963089542	4.330962936190399e-05	0.0002109339355959398	True
4.3.3.6: Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	DNA–RNA	76	0.5373530266249046	5.589224938280318e-07	4.045778418626763e-06	True
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	DNA–RNA	76	0.18165413533834587	0.11630457877938914	0.2115637350693724	False
4.4.1.21: S-ribosylhomocysteine lyase	4.4.1.21	S-ribosylhomocysteine lyase	DNA–RNA	76	0.2570334928229665	0.024998116614297763	0.061253149095282414	False
4.99.1.3: Sirohydrochlorin cobaltochelatase	4.99.1.3	Sirohydrochlorin cobaltochelatase	DNA–RNA	76	0.3310713935333633	0.003486397282780976	0.010539338912314905	True
5.1.3.13: dTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	DNA–RNA	76	0.622764805832388	1.8925023441865914e-09	2.4904460472107627e-08	True
5.1.3.2: UDP-glucose 4-epimerase	5.1.3.2	UDP-glucose 4-epimerase	DNA–RNA	76	0.47196172248803836	1.677454539644074e-05	8.764977693901817e-05	True
5.1.3.3: Aldose 1-epimerase	5.1.3.3	Aldose 1-epimerase	DNA–RNA	76	0.1379084073820916	0.23482603353306797	0.360831086917031	False
5.1.3.4: L-ribulose-5-phosphate 4-epimerase	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	DNA–RNA	76	0.45023375724600945	4.4878865715400415e-05	0.0002167441927460429	True
5.2.1.8: Peptidylprolyl isomerase	5.2.1.8	Peptidylprolyl isomerase	DNA–RNA	76	0.45763499658236495	3.233700733618113e-05	0.00016250890947927968	True
5.3.1.12: Glucuronate isomerase	5.3.1.12	Glucuronate isomerase	DNA–RNA	76	0.22006835269993164	0.05610685441565692	0.12062209300804717	False
5.3.1.14: L-rhamnose isomerase	5.3.1.14	L-rhamnose isomerase	DNA–RNA	76	0.23444976076555024	0.04149806375518036	0.09435726888425736	False
5.3.1.17: 5-dehydro-4-deoxy-D-glucuronate isomerase	5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	DNA–RNA	76	0.2098701298701299	0.06881912836896802	0.14326726196072762	False
5.3.1.1: Triose-phosphate isomerase	5.3.1.1	Triose-phosphate isomerase	DNA–RNA	76	0.06928229665071771	0.5520478434641207	0.6609495424782872	False
5.3.1.25: L-fucose isomerase	5.3.1.25	L-fucose isomerase	DNA–RNA	76	0.6672043745727956	4.665497599855753e-11	1.1503367519644342e-09	True
5.3.1.4: L-arabinose isomerase	5.3.1.4	L-arabinose isomerase	DNA–RNA	76	0.03450444292549556	0.76730217267712	0.8455327014556532	False
5.3.1.5: Xylose isomerase	5.3.1.5	Xylose isomerase	DNA–RNA	76	0.5879152426520848	2.351932053118577e-08	2.2357522770006714e-07	True
5.3.1.6: Ribose-5-phosphate isomerase	5.3.1.6	Ribose-5-phosphate isomerase	DNA–RNA	76	0.4720164046479836	1.673162689417728e-05	8.764977693901817e-05	True
5.3.1.9: Glucose-6-phosphate isomerase	5.3.1.9	Glucose-6-phosphate isomerase	DNA–RNA	76	0.38375939849624063	0.000621352985067168	0.002301631479896693	True
5.4.2.10: Phosphoglucosamine mutase	5.4.2.10	Phosphoglucosamine mutase	DNA–RNA	76	0.5011346548188653	4.010102662006308e-06	2.4152450384144867e-05	True
5.4.2.11: Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	DNA–RNA	76	0.35742993848257004	0.001525588959963935	0.0051883176267739	True
5.4.2.12: Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	DNA–RNA	76	0.22512645249487356	0.05055255268992694	0.11018222119434352	False
5.4.2.2: Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	DNA–RNA	76	0.5944727683703046	1.497593538415827e-08	1.5148734638590866e-07	True
5.4.2.7: Phosphopentomutase	5.4.2.7	Phosphopentomutase	DNA–RNA	76	0.620205058099795	2.30152160795268e-09	2.8823818232931184e-08	True
5.4.2.8: Phosphomannomutase	5.4.2.8	Phosphomannomutase	DNA–RNA	76	0.6197676008202324	2.3793650825399257e-09	2.9333110158187523e-08	True
5.4.99.18: 5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	DNA–RNA	76	0.08801093643198907	0.4496406092173639	0.5796837265890524	False
5.4.99.5: Chorismate mutase	5.4.99.5	Chorismate mutase	DNA–RNA	76	0.611670615399684	4.36391665082846e-09	5.0634268198583163e-08	True
5.4.99.9: UDP-galactopyranose mutase	5.4.99.9	UDP-galactopyranose mutase	DNA–RNA	76	0.4995741710541315	4.343725433827387e-06	2.5963631570377338e-05	True
5.99.1.2: DNA topoisomerase	5.99.1.2	DNA topoisomerase	DNA–RNA	76	0.33233082706766914	0.0033567176320493035	0.010265310898011241	True
5.99.1.3: DNA topoisomerase (ATP-hydrolyzing)	5.99.1.3	DNA topoisomerase (ATP-hydrolyzing)	DNA–RNA	76	0.737306903622693	3.080110019094982e-14	2.2092789136963094e-12	True
6.1.1.10: Methionine--tRNA ligase	6.1.1.10	Methionine--tRNA ligase	DNA–RNA	76	0.5775256322624744	4.712589730460451e-08	4.085970656410215e-07	True
6.1.1.11: Serine--tRNA ligase	6.1.1.11	Serine--tRNA ligase	DNA–RNA	76	0.49233082706766923	6.262475400835535e-06	3.5805022400429256e-05	True
6.1.1.12: Aspartate--tRNA ligase	6.1.1.12	Aspartate--tRNA ligase	DNA–RNA	76	0.6653998632946001	5.489116104539907e-11	1.2800662830577766e-09	True
6.1.1.14: Glycine--tRNA ligase	6.1.1.14	Glycine--tRNA ligase	DNA–RNA	76	0.12503075871496924	0.2818566895644946	0.41645117615428134	False
6.1.1.15: Proline--tRNA ligase	6.1.1.15	Proline--tRNA ligase	DNA–RNA	76	0.02859876965140123	0.8062733747121877	0.8714379351341317	False
6.1.1.16: Cysteine--tRNA ligase	6.1.1.16	Cysteine--tRNA ligase	DNA–RNA	76	0.4985372522214627	4.5796288651499995e-06	2.7167873493258267e-05	True
6.1.1.17: Glutamate--tRNA ligase	6.1.1.17	Glutamate--tRNA ligase	DNA–RNA	76	-0.1989336978810663	0.08492721303849012	0.16963942047435113	False
6.1.1.18: Glutamine--tRNA ligase	6.1.1.18	Glutamine--tRNA ligase	DNA–RNA	76	0.75311004784689	4.249180910361847e-15	4.190754672844372e-13	True
6.1.1.19: Arginine--tRNA ligase	6.1.1.19	Arginine--tRNA ligase	DNA–RNA	76	0.6304853041695148	1.0375365814012729e-09	1.485415349499296e-08	True
6.1.1.1: Tyrosine--tRNA ligase	6.1.1.1	Tyrosine--tRNA ligase	DNA–RNA	76	0.11568010936431988	0.3196838389863773	0.45714136481445083	False
6.1.1.20: Phenylalanine--tRNA ligase	6.1.1.20	Phenylalanine--tRNA ligase	DNA–RNA	76	0.20393711551606286	0.07722173963186324	0.15743656994713204	False
6.1.1.21: Histidine--tRNA ligase	6.1.1.21	Histidine--tRNA ligase	DNA–RNA	76	0.3974572795625427	0.00037772407195871824	0.0014537770379289205	True
6.1.1.22: Asparagine--tRNA ligase	6.1.1.22	Asparagine--tRNA ligase	DNA–RNA	76	0.06220095693779904	0.5934897681403484	0.7020441185348348	False
6.1.1.2: Tryptophan--tRNA ligase	6.1.1.2	Tryptophan--tRNA ligase	DNA–RNA	76	0.49413533834586465	5.721397464774333e-06	3.328378439305748e-05	True
6.1.1.3: Threonine--tRNA ligase	6.1.1.3	Threonine--tRNA ligase	DNA–RNA	76	0.626848940533151	1.3798911367310914e-09	1.8771277704841916e-08	True
6.1.1.4: Leucine--tRNA ligase	6.1.1.4	Leucine--tRNA ligase	DNA–RNA	76	0.5867395762132603	2.547486860649856e-08	2.3928180155389716e-07	True
6.1.1.5: Isoleucine--tRNA ligase	6.1.1.5	Isoleucine--tRNA ligase	DNA–RNA	76	0.5901475745016502	2.019205602758347e-08	1.9914415257204198e-07	True
6.1.1.6: Lysine--tRNA ligase	6.1.1.6	Lysine--tRNA ligase	DNA–RNA	76	0.27565276828434726	0.015945870159511804	0.04084834920732082	True
6.1.1.7: Alanine--tRNA ligase	6.1.1.7	Alanine--tRNA ligase	DNA–RNA	76	0.4066721394313562	0.0002669532104536403	0.0010691679342534123	True
6.1.1.9: Valine--tRNA ligase	6.1.1.9	Valine--tRNA ligase	DNA–RNA	76	0.620783596281939	2.202296979089014e-09	2.8026005104858583e-08	True
6.2.1.30: Phenylacetate--CoA ligase	6.2.1.30	Phenylacetate--CoA ligase	DNA–RNA	76	0.6577443609022557	1.0807337903547248e-10	2.1864075912560972e-09	True
6.2.1.5: Succinate--CoA ligase (ADP-forming)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	DNA–RNA	76	0.5932467532467532	1.6307117528993575e-08	1.6286475608070798e-07	True
6.3.1.1: Aspartate--ammonia ligase	6.3.1.1	Aspartate--ammonia ligase	DNA–RNA	76	0.36565960355434046	0.0011614370395122504	0.004072772551889625	True
6.3.1.2: Glutamate--ammonia ligase	6.3.1.2	Glutamate--ammonia ligase	DNA–RNA	76	0.3362952836637047	0.002976132078193799	0.009281297271521372	True
6.3.2.1: Pantoate--beta-alanine ligase (AMP-forming)	6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)	DNA–RNA	76	0.441120984278879	6.65044098210375e-05	0.0003123332104095154	True
6.3.2.4: D-alanine--D-alanine ligase	6.3.2.4	D-alanine--D-alanine ligase	DNA–RNA	76	0.3533834586466165	0.0017399687075598939	0.005792554051750026	True
6.3.2.6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase	6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	DNA–RNA	76	0.26996582365003413	0.0183502223068309	0.046554100964918264	True
6.3.2.8: UDP-N-acetylmuramate--L-alanine ligase	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	DNA–RNA	76	0.47619958988380046	1.3735953743636864e-05	7.428109707294495e-05	True
6.3.2.9: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	DNA–RNA	76	0.4210526315789474	0.00015217236618471564	0.0006455053597835519	True
6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	DNA–RNA	76	0.556144907723855	1.8301541254008127e-07	1.4019335970303315e-06	True
6.3.4.13: Phosphoribosylamine--glycine ligase	6.3.4.13	Phosphoribosylamine--glycine ligase	DNA–RNA	76	0.03335611756664389	0.7748381955474123	0.8497894995137426	False
6.3.4.2: CTP synthase (glutamine hydrolyzing)	6.3.4.2	CTP synthase (glutamine hydrolyzing)	DNA–RNA	76	0.1391660970608339	0.23054372532154122	0.35666470446803145	False
6.3.4.3: Formate--tetrahydrofolate ligase	6.3.4.3	Formate--tetrahydrofolate ligase	DNA–RNA	76	0.47043062200956937	1.801881158202237e-05	9.292053815827223e-05	True
6.3.4.4: Adenylosuccinate synthase	6.3.4.4	Adenylosuccinate synthase	DNA–RNA	76	0.03669172932330827	0.7530078487914703	0.8344426863714468	False
6.3.4.5: Argininosuccinate synthase	6.3.4.5	Argininosuccinate synthase	DNA–RNA	76	0.5399316473000683	4.814534660382418e-07	3.5501568663941375e-06	True
6.3.5.2: GMP synthase (glutamine-hydrolyzing)	6.3.5.2	GMP synthase (glutamine-hydrolyzing)	DNA–RNA	76	0.44842105263157894	4.8574289599070954e-05	0.00022949170355489212	True
6.3.5.3: Phosphoribosylformylglycinamidine synthase	6.3.5.3	Phosphoribosylformylglycinamidine synthase	DNA–RNA	76	0.5408153445585041	4.573237635499037e-07	3.4040419758573022e-06	True
6.3.5.5: Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	DNA–RNA	76	0.1651948051948052	0.15384359380254134	0.26273289071472966	False
6.4.1.1: Pyruvate carboxylase	6.4.1.1	Pyruvate carboxylase	DNA–RNA	76	0.751989063568011	4.914051563441336e-15	4.307985203950238e-13	True
6.4.1.3: Propionyl-CoA carboxylase	6.4.1.3	Propionyl-CoA carboxylase	DNA–RNA	76	0.7819041464326256	7.617573411352051e-17	3.0409019483249753e-14	True
1.1.1.100: 3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	DNA–Protein	76	0.02915205802302928	0.802600564245611	0.8686582238543032	False
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	DNA–Protein	76	0.3959142492618607	0.00039993822269530774	0.0015318022218766885	True
1.1.1.205: IMP dehydrogenase	1.1.1.205	IMP dehydrogenase	DNA–Protein	76	0.04887019704397947	0.675047845176304	0.7719025360059476	False
1.1.1.262: 4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	DNA–Protein	76	0.09306513960446997	0.42393427246142457	0.5621582201211159	False
1.1.1.27: L-lactate dehydrogenase	1.1.1.27	L-lactate dehydrogenase	DNA–Protein	76	0.04268553705126419	0.7142728975880852	0.8039391101241073	False
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	DNA–Protein	76	0.43585572473333545	8.30526893612008e-05	0.000376600987965445	True
1.1.1.37: Malate dehydrogenase	1.1.1.37	Malate dehydrogenase	DNA–Protein	76	0.6578170287360682	1.0739046097937356e-10	2.1864075912560972e-09	True
1.1.1.3: Homoserine dehydrogenase	1.1.1.3	Homoserine dehydrogenase	DNA–Protein	76	-0.12408025977762195	0.28555993869517027	0.41956571998228925	False
1.1.1.42: Isocitrate dehydrogenase (NADP(+))	1.1.1.42	Isocitrate dehydrogenase (NADP(+))	DNA–Protein	76	0.06822250533948898	0.5581604976592606	0.665620881079179	False
1.1.1.44: Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	DNA–Protein	76	0.21201816710124477	0.06596488068324013	0.13768860015628695	False
1.1.1.49: Glucose-6-phosphate dehydrogenase (NADP(+))	1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	DNA–Protein	76	0.12296322466979315	0.28995303116735915	0.42443959478858323	False
1.1.1.57: Fructuronate reductase	1.1.1.57	Fructuronate reductase	DNA–Protein	76	0.15248598097797578	0.1885047015507384	0.3061879992410525	False
1.1.1.58: Tagaturonate reductase	1.1.1.58	Tagaturonate reductase	DNA–Protein	76	0.23020740243614013	0.04543572582179518	0.10213329821480455	False
1.1.1.69: Gluconate 5-dehydrogenase	1.1.1.69	Gluconate 5-dehydrogenase	DNA–Protein	76	0.0051185513848550955	0.9649974811165343	0.9748822184391108	False
1.1.1.77: Lactaldehyde reductase	1.1.1.77	Lactaldehyde reductase	DNA–Protein	76	0.17924365219590604	0.12131229554416831	0.2185283132062758	False
1.1.1.85: 3-isopropylmalate dehydrogenase	1.1.1.85	3-isopropylmalate dehydrogenase	DNA–Protein	76	-0.09235982642861076	0.42747017867357695	0.5640032959422278	False
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	DNA–Protein	76	-0.015012305308486722	0.8975851781135759	0.9376000488861732	False
1.11.1.15: Peroxiredoxin	1.11.1.15	Peroxiredoxin	DNA–Protein	76	0.1146411566519667	0.324078765642024	0.4622120071984035	False
1.11.1.1: NADH peroxidase	1.11.1.1	NADH peroxidase	DNA–Protein	76	-0.1638849064481704	0.15717948606837837	0.2678501393260271	False
1.11.1.6: Catalase	1.11.1.6	Catalase	DNA–Protein	76	0.37391959239760736	0.0008769085936111682	0.0031592734262977703	True
1.12.99.6: Hydrogenase (acceptor)	1.12.99.6	Hydrogenase (acceptor)	DNA–Protein	76	0.08808074196328797	0.449279776550219	0.5796837265890524	False
1.15.1.1: Superoxide dismutase	1.15.1.1	Superoxide dismutase	DNA–Protein	76	0.4008476026812258	0.00033282840794358486	0.001306475690883027	True
1.15.1.2: Superoxide reductase	1.15.1.2	Superoxide reductase	DNA–Protein	76	0.1111234120879281	0.33924398869761313	0.47829250771656073	False
1.16.3.2: Bacterial non-heme ferritin	1.16.3.2	Bacterial non-heme ferritin	DNA–Protein	76	0.6584586713061723	1.0153702214675473e-10	2.1864075912560972e-09	True
1.17.1.2: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.17.1.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	DNA–Protein	76	-0.047764849075780894	0.6819987843806902	0.7764748064594005	False
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	DNA–Protein	76	0.0765240548518125	0.5111620672303003	0.6344422034811074	False
1.2.1.11: Aspartate-semialdehyde dehydrogenase	1.2.1.11	Aspartate-semialdehyde dehydrogenase	DNA–Protein	76	0.051384549620067915	0.6593379680098086	0.7561303150577601	False
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	DNA–Protein	76	0.2871633629528367	0.011897882960868767	0.031821795444493074	True
1.2.1.38: N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	DNA–Protein	76	0.10661250496852429	0.3593319801127964	0.5009062408286155	False
1.2.7.8: Indolepyruvate ferredoxin oxidoreductase	1.2.7.8	Indolepyruvate ferredoxin oxidoreductase	DNA–Protein	76	0.24671060170366618	0.0316774637653463	0.07505561234491961	False
1.2.99.2: Carbon-monoxide dehydrogenase (acceptor)	1.2.99.2	Carbon-monoxide dehydrogenase (acceptor)	DNA–Protein	76	0.17015002943297694	0.14170028874894905	0.24625887185665377	False
1.2.99.7: Aldehyde dehydrogenase (FAD-independent)	1.2.99.7	Aldehyde dehydrogenase (FAD-independent)	DNA–Protein	76	0.31884834451283744	0.004996513761594591	0.014600923547770862	True
1.3.1.14: Dihydroorotate dehydrogenase (NAD(+))	1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	DNA–Protein	76	0.21612081534739186	0.06077921777201974	0.12856515501909804	False
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)	1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	DNA–Protein	76	0.33158092116233906	0.0034334045666609006	0.010419062319597886	True
1.3.5.1: Succinate dehydrogenase (quinone)	1.3.5.1	Succinate dehydrogenase (quinone)	DNA–Protein	76	0.36661385588671064	0.0011247598005244186	0.0039617655473828855	True
1.3.8.1: Short-chain acyl-CoA dehydrogenase	1.3.8.1	Short-chain acyl-CoA dehydrogenase	DNA–Protein	76	0.15245264118302965	0.1886024938290894	0.3061879992410525	False
1.3.99.1: Deleted entry	1.3.99.1	Deleted entry	DNA–Protein	76	0.018169112599242566	0.8762045703077174	0.923296782030383	False
1.3.99.2: Transferred entry: 1.3.8.1	1.3.99.2	Transferred entry: 1.3.8.1	DNA–Protein	76	0.5239447319629256	1.190575659570408e-06	8.240036801763614e-06	True
1.4.1.13: Glutamate synthase (NADPH)	1.4.1.13	Glutamate synthase (NADPH)	DNA–Protein	76	0.329511242035443	0.0036532215287411723	0.010959664586223517	True
1.4.1.14: Glutamate synthase (NADH)	1.4.1.14	Glutamate synthase (NADH)	DNA–Protein	76	0.3231132674161848	0.0044141236229592725	0.013093020821484459	True
1.4.1.16: Diaminopimelate dehydrogenase	1.4.1.16	Diaminopimelate dehydrogenase	DNA–Protein	76	0.3296529464123772	0.0036377810876690405	0.010954997244926996	True
