Module step	Module	KO id	Module Category	SGB_001 Module step presence	SGB_002 Module step presence	SGB_003 Module step presence	SGB_004 Module step presence	SGB_005 Module step presence	SGB_006 Module step presence	SGB_007 Module step presence	SGB_008 Module step presence	SGB_009 Module step presence	SGB_010 Module step presence	SGB_011 Module step presence	SGB_012 Module step presence	SGB_013 Module step presence	SGB_014 Module step presence	SGB_015 Module step presence	SGB_016 Module step presence	SGB_017 Module step presence	SGB_018 Module step presence	SGB_019 Module step presence	SGB_020 Module step presence	SGB_021 Module step presence	SGB_022 Module step presence	SGB_023 Module step presence	SGB_024 Module step presence	TRUNC_050 Module step presence	TRUNC_070 Module step presence	TRUNC_090 Module step presence	TRUNC_100 Module step presence
M00078+08	Heparan sulfate degradation	K01137	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00079+01	Keratan sulfate degradation	K01132	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00079+02	Keratan sulfate degradation	K12309	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00079+03	Keratan sulfate degradation	K01137	Glycosaminoglycan metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00079+04	Keratan sulfate degradation	K12373	Glycosaminoglycan metabolism	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00081+01	Pectin degradation	K01051	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00081+02	Pectin degradation	K01184	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00081+03	Pectin degradation	K01213	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00082+01	Fatty acid biosynthesis, initiation	(K11262 or (K02160 and K01961 or K11263) and (K01962 and K01963 or K18472))	Fatty acid metabolism	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present
M00082+02	Fatty acid biosynthesis, initiation	(K00665 or K00667 and K00668 or K11533 or (K00645 and (K00648 or K18473)))	Fatty acid metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00083+01	Fatty acid biosynthesis, elongation	K00665 or (K00667 and K00668) or K11533 or ((K00647 or K09458) and K00059 and (K02372 or K01716 or K16363) and (K00208 or K02371 or K10780 or K00209))	Fatty acid metabolism	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present
M00085+01	Fatty acid elongation in mitochondria	(K07508 or K07509)	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00085+02	Fatty acid elongation in mitochondria	(K00022 and K07511 or K07515)	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00085+03	Fatty acid elongation in mitochondria	K07512	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00086+01	beta-Oxidation, acyl-CoA synthesis	K01897 or K15013	Fatty acid metabolism	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Present	Present	Present
M00087+01	beta-Oxidation	(K00232 or K00249 or K00255 or K06445 or K09479)	Fatty acid metabolism	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Present	Present	Present
M00087+02	beta-Oxidation	(((K01692 or K07511 or K13767) and (K00022 or K07516)) or K01825 or K01782 or K07514 or K07515 or K10527)	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00087+03	beta-Oxidation	(K00632 or K07508 or K07509 or K07513)	Fatty acid metabolism	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present
M00088+01	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626	Lipid metabolism	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present
M00088+02	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K01641	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00088+03	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K01640	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00089+01	Triacylglycerol biosynthesis	(K00629 or K13506 or K13507 or K00630 or K13508)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00089+02	Triacylglycerol biosynthesis	(K00655 or K13509 or K13523 or K19007 or K13513 or K13517 or K13519 or K14674 or K22831)	Lipid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00089+03	Triacylglycerol biosynthesis	(K01080 or K15728 or K18693)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00089+04	Triacylglycerol biosynthesis	(K11155 or K11160 or K14456 or K22848 or K22849)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00090+01	Phosphatidylcholine (PC) biosynthesis, choline => PC	(K00866 or K14156)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00090+02	Phosphatidylcholine (PC) biosynthesis, choline => PC	K00968	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00090+03	Phosphatidylcholine (PC) biosynthesis, choline => PC	(K00994 or K13644)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00091+01	Phosphatidylcholine (PC) biosynthesis, PE => PC	K00551 or (K16369 and K00550) or K00570	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00092+01	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	(K00894 or K14156)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00092+02	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	K00967	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00092+03	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	(K00993 or K13644)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00093+01	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	K00981	Lipid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00093+02	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	(K00998 or K17103)	Lipid metabolism	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00093+03	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	K01613	Lipid metabolism	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00094+01	Ceramide biosynthesis	K00654	Lipid metabolism	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00094+02	Ceramide biosynthesis	K04708	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00094+03	Ceramide biosynthesis	(K04709 or K04710 or K24621 or K24622 or K23727)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00094+04	Ceramide biosynthesis	K04712	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+01	C5 isoprenoid biosynthesis, mevalonate pathway	K00626	Terpenoid backbone biosynthesis	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present
M00095+02	C5 isoprenoid biosynthesis, mevalonate pathway	K01641	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+03	C5 isoprenoid biosynthesis, mevalonate pathway	K00021	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+04	C5 isoprenoid biosynthesis, mevalonate pathway	K00869	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+05	C5 isoprenoid biosynthesis, mevalonate pathway	(K00938 or K13273)	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+06	C5 isoprenoid biosynthesis, mevalonate pathway	K01597	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00095+07	C5 isoprenoid biosynthesis, mevalonate pathway	K01823	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00096+01	C5 isoprenoid biosynthesis, non-mevalonate pathway	K01662	Terpenoid backbone biosynthesis	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00096+02	C5 isoprenoid biosynthesis, non-mevalonate pathway	K00099	Terpenoid backbone biosynthesis	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00096+03	C5 isoprenoid biosynthesis, non-mevalonate pathway	(K00991 or K12506)	Terpenoid backbone biosynthesis	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00096+04	C5 isoprenoid biosynthesis, non-mevalonate pathway	K00919	Terpenoid backbone biosynthesis	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present
M00096+05	C5 isoprenoid biosynthesis, non-mevalonate pathway	(K01770 or K12506)	Terpenoid backbone biosynthesis	Present	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present
M00096+06	C5 isoprenoid biosynthesis, non-mevalonate pathway	K03526	Terpenoid backbone biosynthesis	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00096+07	C5 isoprenoid biosynthesis, non-mevalonate pathway	K03527	Terpenoid backbone biosynthesis	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00096+08	C5 isoprenoid biosynthesis, non-mevalonate pathway	K01823	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00097+01	beta-Carotene biosynthesis, GGAP => beta-carotene	K02291	Plant terpenoid biosynthesis	Absent	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00097+02	beta-Carotene biosynthesis, GGAP => beta-carotene	K02293	Plant terpenoid biosynthesis	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00097+03	beta-Carotene biosynthesis, GGAP => beta-carotene	K15744	Plant terpenoid biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00097+04	beta-Carotene biosynthesis, GGAP => beta-carotene	K00514	Plant terpenoid biosynthesis	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00097+05	beta-Carotene biosynthesis, GGAP => beta-carotene	K09835	Plant terpenoid biosynthesis	Present	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00097+06	beta-Carotene biosynthesis, GGAP => beta-carotene	K06443	Plant terpenoid biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00098+01	Acylglycerol degradation	(K01046 or K12298 or K16816 or K13534 or K14073 or K14074 or K14075 or K14076 or K22283 or K14452 or K22284 or K14674 or K14675 or K17900)	Lipid metabolism	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present
M00098+02	Acylglycerol degradation	(K01054 or K25824)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00099+01	Sphingosine biosynthesis	K00654	Lipid metabolism	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00099+02	Sphingosine biosynthesis	K04708	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00099+03	Sphingosine biosynthesis	(K04709 or K04710 or K24621 or K24622 or K23727)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00099+04	Sphingosine biosynthesis	K04712	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00099+05	Sphingosine biosynthesis	(K01441 or K12348 or K12349)	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00100+01	Sphingosine degradation	K04718	Lipid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
